Unnamed: 0,Author_ID,Dialect,Gender,Tweet,Speaker,Listener,BL,S_Label,L_Label,B_Label
32409,b6c081fd2faf60432a192d1c8ebbdd22,egypt,male,@_ ده غير الاخبار اللي بتقول ان البطوله هتروح لمصر عشان الكاميرون لعبت لعيب موقوف وحاجات من دي كتيييير,B,B,BB,0,0,0
35948,acb1d258efae52eb787f563e9334fca7,egypt,male,(قل للذين كفروا إن ينتهوا يغفر لهم ما قد سلف وإن يعودوا فقد مضت سنت الأولين) [الأنفال:38] ://./7173,B,B,BB,0,0,0
6435,f4bd72d50a0656a359791f7c29ebf364,egypt,female,اللهم إنى ظلمت نفسى ظلماَ كثيراَ ولا يغفر الذنوب إلا أنت فاغفرلى مغفرة من عندك وارحمنى إنك أنت الغفور الرحيم. ://./38,B,M,BM,0,1,1
8431,af773b6418c5d4778128d5dc0fca97c6,egypt,female,وبتعدى السنين وانا بين البينين لا انا قريبه ولا بعيده ولا نهارى باينله عنين..,B,B,BB,0,0,0
33205,b98b4800daf4c83e39e4e30f732139e7,egypt,male,عشان فاقد الشئ، هو اكتر حد بيتّريق عليه .. 🤗 ://./3,B,B,BB,0,0,0
373,75a0e38bb5f0c6650579b18b61dde7e8,egypt,female,ما يقول من خاف قوماً:اللهم اكفنيهم بما شئت ://./5,B,B,BB,0,0,0
35002,c3ba5eb583a770b2e0c37730823ab3b4,egypt,male,اى حد نفسه فى حاجة شخصية يدعى ربنا و الله ربنا هو السميع العليم بس مش يكتب الدعاء تويت ! الا لو دعاء عام و كل ريتويت فيه خير و تذكير اكيد,B,B,BB,0,0,0
2922,fb5efac1256006fc61b4ce2514a174b4,egypt,female,@95 صافي!😱😱,B,B,BB,0,0,0
1261,94cfae2bb44b5abd891e0bfd4472068c,egypt,female,أحيانا التويتس لا تتعلق بالواقع,B,B,BB,0,0,0
36562,30760941ae6127c40521ae38d4aa2c18,egypt,male,يبضاااااان الواد الجنبي  ساب الكلب ادام الباب  وعايز انزل افطر يجدعان,M,B,MB,1,0,3
35478,ed4c08998d2c094f614ab5a65e60d8b7,egypt,male,استغفر الله ://./7,B,B,BB,0,0,0
6607,70dbfa77b09cb28929f75acace34211f,egypt,female,أنتوا كُنتوا وقت ما حبناكم تتحبوا .. لكن دلوقت لأ.,B,B,BB,0,0,0
7339,292abcabce441b4843868fc68e42e564,egypt,female,جروب الدفعة طول عمره فتاي  وخرا ارحمنا يارب وخالينا نطلع  من امه علي خير😪😪,B,B,BB,0,0,0
2687,75c2751f49ebe8c45f36874372c19f49,egypt,female,مابكرهش في حياتي قد النوم في المستشفيات ده، ياساتر,B,B,BB,0,0,0
9420,a23a773c3fdc14044fbda0bf30309c9e,egypt,female,صباح الخير .. كوكب مايكروسوفت الشقيق ://./09,B,B,BB,0,0,0
37981,daac851398d688050aeb52ca98cb0cba,egypt,male,"لن تمنحك الحياة أي هدية، صدقني
إذا أردت أن تكون لك حياة اسرقها
- لو أندرياس سالومي ://./",B,B,BB,0,0,0
1073,c71555fb0bb0a734a3b6a2bc7eb66811,egypt,female,ربنا اغفر لنا ذنوبنا و كفر عنا سيئاتنا و توفنا مع الأبرار ://./4,B,M,BM,0,1,1
33364,4be2c639d9c3a47c40687bf460f0181b,egypt,male,طب نخلي الحضري يمسك البلد ولا ايه ؟,B,B,BB,0,0,0
7564,1e701f2188cbae2525c194ee1df9e40,egypt,female,اهرب من اي حاجه تزعلك بالنوم.,B,B,BB,0,0,0
2070,a8bdb0d39065b919ed38a33fc5a0ad76,egypt,female,علمنى يارب كيف أحبك مثل ما احببتنى :),B,B,BB,0,0,0
30532,ce4a3c714638fc8802d99bf8310dfd03,egypt,male,"الله يخربيتك 󾌴󾌴حتى في الحلم بتتخانقى معايا .. أروح منك فين طيب 󾌴󾌴 
. 󾌧󾌬󾠣󾠤",M,F,MF,1,2,6
32168,4c7c3d82150b1b7418454dbb266ce024,egypt,male,قلبي وجعني !,B,B,BB,0,0,0
1096,c71555fb0bb0a734a3b6a2bc7eb66811,egypt,female,اللهم أنت ثقتي ورجائي فاكفني ما أهمني ومالا يهمني وما أنت أعلم به ://./4,B,M,BM,0,1,1
5483,9c15140b234427db3b59d9a2aa4bd44a,egypt,female,في السفر تلتقي بنفسك...,B,B,BB,0,0,0
943,e424d844895451f5618680279d6d1640,egypt,female,@ @87 مديونياتنا علشان المبنى ده اللى دفع فلوس النايل سات ومدينة الانتاج وخروج 36 قناة بتبق 24 ساعة,B,B,BB,0,0,0
984,e424d844895451f5618680279d6d1640,egypt,female,طعم الحياة بقى لا طعم,B,B,BB,0,0,0
2844,102b9ed9481d0b9e748afbf8ce473890,egypt,female,@_ بس هي بتتغير فعلا صبرا جميلا,B,B,BB,0,0,0
2558,5bc757a30c73d273d0e5b573530033d1,egypt,female,اللهم أكرمنا بقرب لك لا نرتد بعده، وعتق يغشانا برحمة منك ويقينا عذابك. ://./,B,B,BB,0,0,0
33777,eb03fd4b020aafade2067934949220a0,egypt,male,@ @ @_ منقلوش من أهرامات الجيزة؟,B,B,BB,0,0,0
739,816fbf2e4a7db67214c5dfcb1d5094f2,egypt,female,أرجوكي ماتتبسميش بتزودي الاوجاع .. 💙,B,F,BF,0,2,2
8491,af773b6418c5d4778128d5dc0fca97c6,egypt,female,انت مش وحيد، انت بس بتتفادى السطحيين و بتتجاهل الناس السخيفة و بتتجنب “ المصطنعين ” ، فالمُحصلة شخص أو اتنين شبهك !!😐,B,B,BB,0,0,0
30787,b9eaee63e36a64ca19ab5d578fdb9f7b,egypt,male,أعوذ بكلمات الله التامات من شر ما خلق ://./1,B,B,BB,0,0,0
37472,5e58fbf85bb1baf5da374a4af5bd185e,egypt,male,ركعتي #الفجر خيرآ من الدنيا وما فيها...,B,B,BB,0,0,0
6331,50d07c280d304793ff37fe7d9adf524c,egypt,female,احذر ان يشكوك احدا لله فعين الله لا تنام,B,B,BB,0,0,0
35240,a2edfed0e7a94b70303c4e231d0ed26d,egypt,male,"بالخير غردلي تطبيق يرسل لك دعاء في حسابك كل يوم ..
انشر فلا تعلم اي سهام تصيب 
للاشتراك تفضل هنا   ://./9     
#دعاء #غردلي",B,B,BB,0,0,0
32016,2bc43c6915bf1d55de7ccc201a9e2fa6,egypt,male,هو الناس صدقت بجد ان المنتخب مكسبش امبارح عشان السيسي وحش وعشان احمد موسى ومصطفى بكري ونائبة البرلمان وكدا !! 😮😟,B,B,BB,0,0,0
2152,d4af3119d43e6479c8945ef208097fe3,egypt,female,أعوذ بكلمات الله التامات من شر ما خلق ://./03,B,B,BB,0,0,0
8751,6e291f165adf70194d15a8fc4b6d66ed,egypt,female,لا إله إلا الله مخلصين له الدين ولو كره الكافرون ://./5,B,B,BB,0,0,0
7037,8b586aca33ff3a8fa88618e6d53b2087,egypt,female,@ انا بردو فعلا ك شخصية وكده مش بستسيغه خالص ؛ بس في حاجات بحب اسمعهاله ، بس دي كانت صدمة كبيرة لما سمعتها صدفة😅,B,B,BB,0,0,0
6603,70dbfa77b09cb28929f75acace34211f,egypt,female,الواحد ازاي زمان كان بيعاتب كتير كده ،ازاي كان بيتمسك بالناس للدرجه دي ، ازاي ضيع مشاعره وطاقته علي ناس زي دي ، لا بجد ازاي عملت فى نفسى كده,B,B,BB,0,0,0
30214,c5ce9bc92483e18fd35ac3ad7af6fb13,egypt,male,(إنك إن تذرهم يضلوا عبادك ولا يلدوا إلا فاجرا كفارا) [نوح:27] ://./29,M,M,MM,1,1,5
3976,730c8b1c1e281364113c3634754ccd4c,egypt,female,حسيت بالزلزال,B,B,BB,0,0,0
833,d0a0fd06a43e5b4949f6c6f8f4b5fa1,egypt,female,@ حاضر,B,B,BB,0,0,0
8872,3f7fa13ee7b5009534ef1d966bc5131f,egypt,female,الحقيقة ماتش رااائع من خلال تويتر و مبرووك لمصر 😂😂❤️,B,B,BB,0,0,0
39612,873fd1832e27e5c3bfc6839698c562d5,egypt,male,"ف الحب متسالش حد غير قلبك 👌
ولو ف يوم حكمت عقلك ميبقاش حب
مابالك لو استشرت حد برا الطرفين المفيش هتبقى مشكلة  ✋",B,B,BB,0,0,0
2392,9cc510ee18ba02efba52a09239e8974d,egypt,female,لا إله إلا الله الواحد القهار ربُّ السموات والأرض وما بينهما العزيز الغفار . ://./37,B,B,BB,0,0,0
32855,46b7f336fb4fc48d43a3488c2ede32df,egypt,male,"@2008 
ماهو ده العادي كلنا نحب نجرب ونخربها ولا نافع لنا رچيم🙄🤔

انما الحب بقي ان الواحد يبقي مش محتاج يجرب
والالش انه برضو يخربها😂😂",B,B,BB,0,0,0
6401,f4bd72d50a0656a359791f7c29ebf364,egypt,female,أذكار_الصباح - لا إله إلا الله وحده لا شريك له ،له الملك وله الحمد وهو على كل شيء قدير(مائة مرة إذا أصبح ) ://./38,B,B,BB,0,0,0
38828,9ed17db6ad73f59a1655608ce6d49d4c,egypt,male,لا إله إلا أنت سبحانك إني كنت من الظالمين ://./40,B,M,BM,0,1,1
36546,30760941ae6127c40521ae38d4aa2c18,egypt,male,لما بسمع الناس بتتكلم في التلفزيون .. بعرف احنا اد ايه في الضياع.....,B,B,BB,0,0,0
37799,bb95e70fa6b6ae5a0daae8e0b1db033a,egypt,male,#ابواق_السيسي هو لية نربط حبنا لجيشنا العظيم باننا نشتم دولا اسلامية وعربية انا بحب جيشنا وبحب قطر وتركيا,B,B,BB,0,0,0
36772,ce5ac83a3d35a4eab360fa0bad462b12,egypt,male,"ابطال افريقيا التاسعه ي اهلي
 #افريقيا_يا_اهلي",B,B,BB,0,0,0
39592,fa712e87b5ea896974fc295599864147,egypt,male,@_ انا قلت يمكن يكون حد شايف الكلية احلى ايام حياتنا ولا حاجة وبالفعل فيه حد اختارها 😂,B,B,BB,0,0,0
39345,7ccf4c1dd3d94423ead151de80579d27,egypt,male,طبعا ده كلام بلح زي كل الكلام البلح اللي قالوه قبل كده عن معاد انهاء المشروع، بس البلح العسكري هيعدي عادي جدا من غي… ://./59,B,B,BB,0,0,0
9435,a23a773c3fdc14044fbda0bf30309c9e,egypt,female,ايه حوار الزلزال ؟,B,B,BB,0,0,0
34602,725a4187f48a2dc2060c718c3009ba3a,egypt,male,@7_ في   المسلسل ده شكل حلو,B,B,BB,0,0,0
39628,873fd1832e27e5c3bfc6839698c562d5,egypt,male,انا وانت اخترنا اننا نبعد عن بعض خلاص . يبقى ملوش لزمة يبان ضعفى وضعفك للناس . وياريت اللى يجبلك سيرتى قول كان حبيبى,B,F,BF,0,2,2
7112,678a8d3d4cddc772866a333d565a75c2,egypt,female,صباح الخير عالاخر خالص 😢,B,B,BB,0,0,0
36929,1258790b77afb2f86ee4f1b0f84a6896,egypt,male,الواحد بعد كده يسخن الهدوم قبل ما يلبسها !,B,B,BB,0,0,0
2472,608c4e8e800887e49536c94fe271d686,egypt,female,@77 ألف سلامة يا حبيبتي,B,F,BF,0,2,2
6794,ac41618c6771b9d1e219fc3842e83f10,egypt,female,ربِّ أسألك خير ما في هذا اليوم وخير ما بعده وأعوذ بك من شر ما في هذه الليلة وشر ما بعدها ://./2,B,B,BB,0,0,0
39150,57e598e634d1e847aa2e832e48c03134,egypt,male,@ @34 الكدب عندها عادي زي الصباح😂,B,B,BB,0,0,0
31604,ff0261a77ffaf5d9a0d1cec7ef55d405,egypt,male,يااااارب تدوم للابد 💙👐 ://./61,B,M,BM,0,1,1
31439,d176dfb9b029ac43d1010a6c385d170c,egypt,male,اللهم لا مزيد من الأيام الكئيبة ولا الضيق المُطبق في الصدور. اللهم انقاذًا. اللهم نجدة. اللهم انتشالاً من هذا كله,B,B,BB,0,0,0
35070,c3ba5eb583a770b2e0c37730823ab3b4,egypt,male,@ بيتكلم مصرى 😂😂😂,B,B,BB,0,0,0
5440,9c15140b234427db3b59d9a2aa4bd44a,egypt,female,صباااااح الفل يا عم الناااس 😍 ://./07,B,M,BM,0,1,1
30611,1725712c391d5cff1bd963e71f3d29ce,egypt,male,قل لئن اجتمعت الإنس والجن على أن يأتوا بمثل هذا القرآن لا يأتون بمثله ولو كان بعضهم لبعض ظهيرا ﴿٨٨﴾ -- سورة الأسراء #,B,M,BM,0,1,1
467,f621583308f1db2feb4ec3fe6991ecae,egypt,female,@63709751 خلاص يا مؤه انا لو عليا والله ما عاوزاها تسافر خااالص وانتى ياستى سافرى مكانها 😂✋,F,F,FF,2,2,7
5084,bcf1c28807f41040af0055047de54f4,egypt,female,"#شبكة_عاجل_الاخبارية
#أحمد_مصطفى_أبو_المجد
#_ ://./",B,B,BB,0,0,0
31152,b8472486572e302dc1be801a6e30c844,egypt,male,@ بصراحة قرار صعب...مبلغ كبير جدا فى وقت صعب ..و فى المقابل ممكن القرار سطون سبب لضياع الدورى و افريقيا.بس انا حختار البطولات,B,B,BB,0,0,0
6212,346b4b0c35c9107a57340b7bca0085d2,egypt,female,اللي يعصب ان معظم اللي حواليك يلاحظوا حاجات مش حاصلة ويحسوا احاسيس المفروض تعدي عليك قبل اي حد اصلا!!,B,B,BB,0,0,0
5516,a85e10c344bb7a6376b2f17ab9a86108,egypt,female,دعاء سجود التلاوة:سجد وجهي للذي خلقه وشق سمعه وبصره بحوله وقوته {فتبارك الله أحسن الخالقين} ://./788,B,B,BB,0,0,0
114,74541f5d62f8539fa6ea7b09fe721d39,egypt,female,@_ فعلا,B,B,BB,0,0,0
39646,873fd1832e27e5c3bfc6839698c562d5,egypt,male,"مخدتش بالى انك وهم 
مشيت عكس اتجاه السهم 
وقلبي اتذل واتعلق باأكتر حبل كان دايب .. أنا اللى اتسابت طول الوقت عشان مرضتش أكون سايب",B,B,BB,0,0,0
417,f621583308f1db2feb4ec3fe6991ecae,egypt,female,ولا تعلق قلبي بحب زائل، ولا صديق زائف، ولا سند لن أجده في محنتي✋,B,B,BB,0,0,0
7829,370e51013df4c955b1272539a6e7bb79,egypt,female,لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير ://./4943,B,B,BB,0,0,0
2825,102b9ed9481d0b9e748afbf8ce473890,egypt,female,@ @ كما تكونوا يولي عليكم,B,B,BB,0,0,0
7644,4faf591391e5de3ecdad37055791aaff,egypt,female,@091 هلا موني حبيبتي 😘😘,B,F,BF,0,2,2
3454,2bce376b8f35c6f159782ff921bf3da1,egypt,female,اني ابقي شغاله جنب مكتب وزير الصحه وفي وش مجلس الشعب بشوف شخصيات زباله كتير (@    ) ://./3,F,B,FB,2,0,4
31758,9456afee8beee2f714ce9232fd435f91,egypt,male,لا تستسلم لجلساء السوء فيزينوا لك المعصية ويجروك إلى الرذيلة، ويكفيك سوء سمعة أن يكونوا أصحابك، فاستبدل بهم... ://./969,B,B,BB,0,0,0
6780,ac41618c6771b9d1e219fc3842e83f10,egypt,female,إجعل حسابك يغرد بالادعية والاذكار وجعله صدقة جارية لك . إشترك في تطبيق ميزاني. ://./2,B,B,BB,0,0,0
1661,515073eee02d652dbf67868cf1e43beb,egypt,female,لا حول ولا قوة إلا بالله لا إله إلا الله ولا نعبد إلا إياه له النعمة وله الفضل وله الثناء الحسن ://./7169,B,B,BB,0,0,0
5722,e46a101b6e0380d0dec3f134a31d038f,egypt,female,"ميدو بتاع الاتحاد رقم 5 فظيع 👍
سله 🏀",B,B,BB,0,0,0
35523,a76950e4785bfa08f3ff8426aaf2f542,egypt,male,قد نثرت ياربُ دعائي ، فإرحم اللهم ضعفي ورجائي  واجب دعوةً في لب قلبي ، وازل يارب همي وشقائي ://./4,B,M,BM,0,1,1
3917,730c8b1c1e281364113c3634754ccd4c,egypt,female,@ ياريت بلغوا الريس ان الجيزه والمهندسين اتمرمطوا مافيش ميه بقالنا يومين وماتصدقوش ان الميه رجعت.. فين الهيئه الهندسيه,B,B,BB,0,0,0
3219,a1472ab6060eeacc8b1babe264982c8b,egypt,female,@775 معاتيه ومخابيل بيستخدمهم شيوخ العار لسد حاجتهم لاثبات وجودهم كأوصياء,B,B,BB,0,0,0
9328,2025247b020f87af2072f5fa7a304dd1,egypt,female,الزمانُ مكانٌ سائلٌ، والمكانُ زمانٌ متجمِّد. 🌁💧,B,B,BB,0,0,0
644,2b28daf09989e2f54304f71d30168f2d,egypt,female,امين يارب العالمين ... ://./6,B,B,BB,0,0,0
9871,c895c27337f5a768e0b3d5dabbb9731e,egypt,female,@_ اي اللي غلط 😂😂,B,B,BB,0,0,0
33048,48a8545f31e81d262164bec1ce3b1e2e,egypt,male,اللهم ارزقني زيادة محبة لك و إقبالاً عليك و حياء منك ://./46,B,B,BB,0,0,0
6852,e102434229f2f4f56e21ae29474406a6,egypt,female,هنروح كلنا انا وانت وبابا وناهد و نسالها ://./21,B,B,BB,0,0,0
31634,ff0261a77ffaf5d9a0d1cec7ef55d405,egypt,male,ربنا آتنا من لدنك رحمة وهيئ لنا من أمرنا رشدًا,B,B,BB,0,0,0
109,74541f5d62f8539fa6ea7b09fe721d39,egypt,female,@_ الأولوية فى الأهتمام,B,B,BB,0,0,0
5704,e46a101b6e0380d0dec3f134a31d038f,egypt,female,بغض النظر عن ان شيرين دى شخصيه زباله وبيئه واصلها واطى واللى عملته مش جديد عليها 👎 بس التويته دى ضحكتنى جداً 😂😂 ://./3,B,B,BB,0,0,0
33505,11f29c65595c7f1f7c725da916dd388f,egypt,male,"العريس #جنش على قناة أبو ظبى الان 
#الزملكاوى السوبر &;3",B,B,BB,0,0,0
813,d0a0fd06a43e5b4949f6c6f8f4b5fa1,egypt,female,بهاء سلطان عامة المخدرات حطته في حتة لوحده كده، لدرجة انه مبقاش حد سامعله صوت,B,B,BB,0,0,0
37357,f8719f52ab7acc2294f9e66e71580c44,egypt,male,(ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر) [القمر:37] ://./4,B,B,BB,0,0,0
2178,d4af3119d43e6479c8945ef208097fe3,egypt,female,اللهم إني أستخيرك بعلمك وأستقدرك بقدرتك وأسألك من فضلك العظيم فإنك تقدِرُ ولا أقدِرُ وتعلم ولا أعلم وأنت علام الغيوب ://./03,B,M,BM,0,1,1
34832,962f78be518a5a479b2137d0d598c6c5,egypt,male,@ تحفة ما شاء الله، عاجبانى الكوفية قوى🙃,B,B,BB,0,0,0
8835,3f7fa13ee7b5009534ef1d966bc5131f,egypt,female,مش كل كلمة بنكتبها بتبقى من تفاصيل حياتنا يعني ... الرحمة يا جدعان مش كدة,B,B,BB,0,0,0
3136,81894f4f36402eaea57127d2340738f6,egypt,female,مفيش حاجه بتكمل عامه 😏 ://./3,B,B,BB,0,0,0
35842,c52643968b9ef34f9764d185a635a3da,egypt,male,اللهم أعني على ذكرك وشكرك وحسن عبادتك ://./06,B,B,BB,0,0,0
34387,9b2b896420bda1c5c74affdf8e874fc6,egypt,male,و بابا بيتخانق معايا كل الي بيدور في دماغي هوا    ,B,B,BB,0,0,0
3377,e8e309aa6dac15aba664c5ccd0c8c81b,egypt,female,احنا لازم نتعلم ازاي نمشي زي الحلو اللي ماشي ولا همه ده 😌🙋,B,B,BB,0,0,0
3022,963cdaea4fdab4249015de1e730fc8b9,egypt,female,@_ بالنسبة اني قريتها يالهوي 😂,B,B,BB,0,0,0
5895,53bdb7bd2c10be727bbf40e5c1129081,egypt,female,الدعاء لمن لبس ثوباً جديداً:إلبِسْ جَدِيداً وعِشْ حميداً ومُتْ شهيداً ://./,B,B,BB,0,0,0
38376,634650b12d3444a27860a3d2df8090cc,egypt,male,انا صوت النتوفيكيشن بيعصبني فشخ 😡,B,B,BB,0,0,0
7123,678a8d3d4cddc772866a333d565a75c2,egypt,female,حضن يوسف 😍😌صغنون بس حلو 😂,B,B,BB,0,0,0
32846,46b7f336fb4fc48d43a3488c2ede32df,egypt,male,"احبها بلا أمل....😔

فقتلته بلا ألم 🙄",B,B,BB,0,0,0
33937,fdcf21c012d89341af5e712e696c9670,egypt,male,الذكر عند الخروج من المنزل:بسم الله توكَّلْتُ على الله ://./9,B,B,BB,0,0,0
33891,9013dc6e19f8c4d7bfb99d031ea81f1f,egypt,male,@ صورة ستيڤين؟,B,B,BB,0,0,0
30173,f9af74487da77324263eaa49ad1ecff9,egypt,male,@_ عاشقة للافهات 😂😂,F,B,FB,2,0,4
31707,9456afee8beee2f714ce9232fd435f91,egypt,male,"{رجال لاتلهيهم تجارةولابيع عن ذكرالله وإقام الصلاةوإيتاءالزكاةيخافون يوماتتقلب فيه القلوب 
والأبصار}
 جعلواطاعةالله غايةمرادهم ومقصدهم،",B,B,BB,0,0,0
33391,4be2c639d9c3a47c40687bf460f0181b,egypt,male,  : شيلة اقدح اقدح سرها لابوك لابو بحرها سررها غزاي بن سحاب  3 ://./  #,B,B,BB,0,0,0
5549,a85e10c344bb7a6376b2f17ab9a86108,egypt,female,اللهم منزل الكتاب سريع الحساب اهزم الأحزاب ://./788,B,B,BB,0,0,0
38130,a8e8a0b5b54cffccb160af92f8b024cd,egypt,male,لقد نشرت صورة جديدة علي الفيس بوك ://./7,B,B,BB,0,0,0
403,f621583308f1db2feb4ec3fe6991ecae,egypt,female,لسه بغلط... لسه برجع تاني اتوب 😊👌,B,B,BB,0,0,0
33929,fdcf21c012d89341af5e712e696c9670,egypt,male,الذكر عند الخروج من المنزل:بسم الله توكَّلْتُ على الله ://./9,B,B,BB,0,0,0
34374,9b2b896420bda1c5c74affdf8e874fc6,egypt,male,@ الأجابة  اني علق,B,B,BB,0,0,0
31726,9456afee8beee2f714ce9232fd435f91,egypt,male,وبلحه خرب بلادي😂😂😂😂 #صوت_الحريه_بينادي,B,B,BB,0,0,0
32461,b6c081fd2faf60432a192d1c8ebbdd22,egypt,male,هو ليه القرايب اللي الواحد بيحبهم في الحقيقه بيكرههم على السوشيال ميديا ؟! 🤔,B,B,BB,0,0,0
39793,3ba1a8dd12bd57b570aaf170779422fd,egypt,male,://./التاريخ المهبب للخلافة,B,B,BB,0,0,0
3005,963cdaea4fdab4249015de1e730fc8b9,egypt,female,@_ عبقرية جدا 👏,B,B,BB,0,0,0
39086,f68d189ae457ca89e0854d58d1cef75b,egypt,male,@1996  يا عبس لسة داخله امبارح و حلو فشخ,B,M,BM,0,1,1
30349,8a2806518916233ffdee91a980a91926,egypt,male,نجاة الصغيرة - القريب منك بعيد ://./,B,B,BB,0,0,0
38429,709e0380aa26cf9b0c43441fb318c7e9,egypt,male,ااستغفر اللهِ االعظيم ..بعدد من .. ذكر ۉشكر ! ااستغفر اللهِ االعظيم .. بعدد من صلى ۉكبر .. ://./55,B,B,BB,0,0,0
38321,634650b12d3444a27860a3d2df8090cc,egypt,male,"الجامد فشخ الي بيشتم ابوه و امه .. 
انت ازبل من الخنازير ياض",B,M,BM,0,1,1
35781,725fbaf7e177af3627efd6e783da1cff,egypt,male,"فيلات للبيع من جرين ايجيبت 
://./9 ://./8",B,B,BB,0,0,0
39976,7e67da434d77ee8f6b5beb9eee302838,egypt,male,"لا شئ أسهل من النسيان لولا خبث الحنين
#الحنين",B,B,BB,0,0,0
31645,ff0261a77ffaf5d9a0d1cec7ef55d405,egypt,male,"         . 

""فلما تَرَاءَى الجمعان قال أصحاب موسى إِنَا لمدركُون * قال كلا إن معي ربي سيهدين""",M,B,MB,1,0,3
2837,102b9ed9481d0b9e748afbf8ce473890,egypt,female,@ @_ الناس دي مش مغسول دماغهم لا دي شايليين دماغهم وحاطين مكانها نعل قديم,B,B,BB,0,0,0
36439,340e42744daa012284ee9f4833a66e71,egypt,male,"فرصة_عمل
مطلوب موظفين #دعم_فني لاكبر شركات #الاتصالات في #مصر
▪#المرتب يبدأ ممن 2400 الي 3100 
▪عدد #ساعات_العمل... ://./80",B,B,BB,0,0,0
209,1534814efaa8c0f97a50cd73c25a0dfc,egypt,female,دعاء الاستفتاح:سبحانك اللهم وبحمدك وتبارك اسمك وتعالى جدك ولا إله غيرك ://./843,B,B,BB,0,0,0
6943,3607630aa830b7c03aa991a27955e620,egypt,female,"صاحب مقولة شوفلك كلبة 😂
بس استرخص و شافها بلدى 😂😂 ://./6",B,B,BB,0,0,0
34852,962f78be518a5a479b2137d0d598c6c5,egypt,male,@7 المشكلة يا رشا القرار لوحده ملوش معنى لازم جنبه حاجات كتير و كان لازم حلول لتأمين السياحة,B,F,BF,0,2,2
1268,94cfae2bb44b5abd891e0bfd4472068c,egypt,female,"مش مستنيه ""اهتمام"" من حد ف محدش يستنى اهتمام منى.",B,B,BB,0,0,0
38265,a04b759786b6fbaaa40fd7ac16103bd4,egypt,male,"العلم يبني بيوتا لا عماد لها 
و الجهل يهدم بيوت العز و الشرف",B,B,BB,0,0,0
8851,3f7fa13ee7b5009534ef1d966bc5131f,egypt,female,و ماما سيباهم ولا قالتلهم انتوا فين ... لكن انا لو نزلت هلاقي كل دقيقة تليفون 😂✋,B,B,BB,0,0,0
37723,bb95e70fa6b6ae5a0daae8e0b1db033a,egypt,male,@ تغريدات المصريين تبين انهم شعب بلا اخلاق   #تيران_وصنافير_مصريه ده كلامك اتقى الله,B,B,BB,0,0,0
32562,ed3a3e082d2cff8e471e171a8b23e1ee,egypt,male,اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وضلع الدين وغلبة الرجال ://./75,B,M,BM,0,1,1
31242,d3ed94aa7e5cafbda631427981a92d97,egypt,male,هي الحكومة دي اتهبلت ولا صح هي اصلا هبله بعد اقل من ٢٤ ساعة من تعويم الجنيه كل حاجه في البلد غلت,B,B,BB,0,0,0
1970,97e79e7dc0014949ddd6507c2104510e,egypt,female,"﷽
﴿يوم يسمعون الصيحة بالحق ۚ ذلك يوم الخروج﴾
⬅️ ://./1950",B,B,BB,0,0,0
4913,8813c902d893afb39e07034373fbee7d,egypt,female,انا مش هقدر أ فبراير اكتر من كدا اقسمبالله,B,B,BB,0,0,0
38549,ae3aa5afd9a46c1318495d1f7fd9d5bb,egypt,male,أستغفر الله الذى لاإله إلا هو الحى القيوم وأتوب إليه ://./09,B,B,BB,0,0,0
787,816fbf2e4a7db67214c5dfcb1d5094f2,egypt,female,صباحك ضحكة بتسكر ساعاتي الجايه م يومي 💙😻,B,B,BB,0,0,0
32706,e2f8de32d02f95d3cf3d3adfbda6b1e6,egypt,male,قال ﷺ ( الدين النصيحة ، قلنا : لمن يا رسول الله ؟ قال : لله ، ولكتابه ، ولرسوله ، ولأئمة المسلمين وعامتهم )رواه مسلم ://./176,M,B,MB,1,0,3
4980,8813c902d893afb39e07034373fbee7d,egypt,female,انا لحبيبي وحبيبي لكل السيدات والمطلقات والارامل .,B,B,BB,0,0,0
30699,1725712c391d5cff1bd963e71f3d29ce,egypt,male,وما هو بقول شاعر ۚ قليلا ما تؤمنون ﴿٤١﴾ ولا بقول كاهن ۚ قليلا ما تذكرون ﴿٤٢﴾ تنزيل من رب العالمين ﴿٤٣﴾ -- سورة الحاقة #,B,B,BB,0,0,0
8115,fba8c54d75abbef081eda1aafcceec0c,egypt,female,ام كلثوم ع الصبح كدة😍,B,B,BB,0,0,0
6641,70dbfa77b09cb28929f75acace34211f,egypt,female,متمشيش ياعلي .. عشان خاطري متسبنيش :') ://./38,B,M,BM,0,1,1
37083,15fc380ee1f7be715478f5f62b161e06,egypt,male,@ كنا بندور عليك للنهاردة,B,M,BM,0,1,1
2132,d4af3119d43e6479c8945ef208097fe3,egypt,female,الحمدلله ://./03,B,B,BB,0,0,0
6809,e102434229f2f4f56e21ae29474406a6,egypt,female,شقط جود تالنت 😂,B,B,BB,0,0,0
5988,a130066d192072a6ece45026775fb5ff,egypt,female,كنت بصحي من النوم رجلي شدة فشخ إيام الفلكسبالاتي كلاسس بس دلوقتي ايه السبب؟,B,B,BB,0,0,0
37825,b6efc2fb3e9e320f7b7dcedf68370536,egypt,male,@22 الحفلللللللللللللة 😂😂😂,B,B,BB,0,0,0
