Tweet,S_Label,L_Label,B_Label
لا ينتصر للظالم ويقف بصفه ويؤيده إلا ظالم، قال الله سبحانه وتعالى ( وإن الظالمين بعضهم أولياء بعض ) ://./75,0,0,0
"وما كنا عن الخلق غافلين
=============
إن آيات القرآن تحمل أكثر من معانيها الظاهرية . وهذه الآية ، في رأيى ، تشير... ://./287",0,0,0
اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وغلبة الدين وقهر الرجال ://./6067,0,1,1
يالا يا حضري بالله عليك,0,1,1
(ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون) [يوسف:48] ://./38,0,0,0
ماشى ولا اعد ....  #ان_كان_كدا_ماشي,0,0,0
ماما بقت تعمل  و مترودش عليا 😂🙆🏻,0,0,0
"مبروووووووووووووووك
لمصر والشعب المصرى 4 نقاط 
نجم اللقاء كهربا",0,0,0
وصول المنخب بكرة عشرة صباحا صالة واحد شركة النيل للطيران . مطلوب استقبال خاص من المصريين,0,0,0
"إن شاء الله السنة الجاية زي دلوقتي هنفتكر عم سيد بكل أغانيه ونفتكر فوزنا إن شاء الله على غانا "" ربنا يستر "" وطبعا ثورة يناير و يوسف شاهين ❤",0,0,0
أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم ://./80,0,0,0
"#هنحمي_مصر_مع_السيسي
هنحمى بلدنا
ارضنا
وطننا
معاك يا سيسى
وبنثق فيك
الشعب كله معاك ://./19",0,1,1
    @ حمام موسى_الطور_جنوب سينا ://./,0,0,0
أيتُها المرأة المنكودة.,0,2,2
"استمع لجديد الفنانة هايدي موسى 🎤
اغنية نقطة ومن اول السطر 🎶
://./
 #فلوسي_ضاعت_علي",0,0,0
انا اشجع مما تعتقد ✌ و أقوي مما ابدو 💪 و أذكي مما تظن 😎,0,0,0
"اتحدى لياليك ياهروب
واتوضى فصهدك ياجنوب
واصلى الفرض الحطينى
واكتبلك عمرى المكتوب
#منير ♥♥",0,0,0
"""وَلَسَوْفَ يُعْطِيكَ رَبُّكَ فَتَرْضَى""

- فمن تمثل بها على سبيل التفاؤل فلا حرج عليه .
- ومن تمثل بها على سبيل... ://./17",0,0,0
@2 لو طلبت من بعثة الزمالك مش هايصدقوا نفسهم وهايدوها تي شيرتات كتيييييير كمان 😂😂,0,2,2
و يا بخت اللي عندو حد بيحكيلو كل اللى جواه و هو عارف انه عمره ما هيقل في نظره.   @,0,1,1
"@88 لا تونس اسهل 
بس مصر هتطلع من افريقيا",0,0,0
@__ 💃💃💃💃 الاغنية ديه تخصصي يا بني 😂,0,1,1
أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم ://./5,0,0,0
لسكان المهندسين وما حولها بيقولك عشان نبقى على نورغالبا قطع الميه حيمد معانا لبكرة الصبح عشان تدبروا أموركم بمعرفتكم اللى هو معرفش إزاى!!,0,0,0
حبك يا عميقة العينين، تطرفٌ.. تصوفٌ.. عبادة.,0,2,2
@_  ابن مين انت ف مصر عشان تقول متقول بقيت جحيم زي بقيت الخلق,0,1,1
منكتب ديوان شعر في الحضري بدل الي احنا بنقراه ده,0,0,0
اللهم إني أسألك العافية في الدنيا والآخرة و في ديني ودنياي وأهلي ومالي اللهم استر عوراتي وآمن روعاتي ://./843,0,0,0
بيقولوا التفاصيل هي اللي بتعيش 💚,0,0,0
عصبيتي ذايده النهارده يعني عصبيتي وكمان ذايده يارب محدش من الحواليا يتأذي,0,0,0
@ يا حبيبي مبروك ✨,0,1,1
هي الناس اللي بتشتم أو بتكرة شعب أو عرق أو جنس بحالة بيفكروا ازاي ؟؟؟! لا حول و لا قوة إلا بالله,0,0,0
مبروك للمصريييين كلهم معادا عبدالفتاح السيسي برضه ، تحيا ماسر❤️😂,0,0,0
الله الله .. خلاص بقى بيتكلم يرحم زمن السكوت كبر قوام واتعلم وخلاص طلعله صوت ://./70,0,0,0
في امتحان كمان ٥ ساعات و نص بس انا ولا يهمني انا اصلا فاجر 😂😂,0,0,0
"_ سرقتها منك يا ميمي اهادي الناس بيها😊😊😊 ميرسي سهلتي عليا المهمة😉😉😉

صاحبتي… ://./34",0,2,2
أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم ://./5,0,0,0
صِدْني فإنّي لا أصِيدُ ولا اُصادُ .. أنا الشِّباكْ .,0,0,0
اللهم إني ظلمت نفسي ظلماً كثيراً ولا يغفر الذنوب إلا أنت فاغفر لي مغفرة من عندك وارحمني إنك أنت الغفور الرحيم ://./843,0,1,1
"#فريق_العيله_بيصبح_يوميا
انا زي زيك بظبط جيت لقيت كلو بيقول فولو باك قولت اعمل زيهم.. فولو باك ://./4",0,0,0
معروفه يعني آخر ماده مش بتتذاكر..... 😂😂😂,0,0,0
ربنا اغفر لنا ذنوبنا وإسرافنا في أمرنا وثبت أقدامنا وانصرنا على القوم الكافرين ://./7,0,1,1
بنت قصيره يعني ملكة الجمال والرقه معروفه يعني &;3,0,2,2
الذكر عند الخروج من المنزل:بسم الله توكَّلْتُ على الله لا حَوْلَ ولا قُوةَ إلا بالله ://./11,0,0,0
(ويطوف عليهم ولدان مخلدون إذا رأيتهم حسبتهم لؤلؤا منثورا) [الانسان:19] ://./7173,0,0,0
وائل الابراشي فرحان لمصر خير عندك.سخونية ولا ايه ما تحاول تشوف لنا حاجة تهاجم بيها,0,0,0
"-انا شاطره 
ليه 
-بضيع كل حاجه حلوه في حياتي بنفسي",2,0,4
ميزة راوند الكارديو اني مبفهمش فيه أي حاجة ف باقعد اكتب    وغالبا هاتصالح مع نفسي على اخر الراوند. 😊,0,0,0
مـفِـيـش #أجـمٍـل مـטּ أنـگ تـگـون #سآیـبـه̷̷ـآ  ۶ُـلـےٌ ربـنـآ 󾌵❤ !,0,0,0
"يارب اختارلى انت امنيه 2017 ﻻنها هتكون احلى من اللى طلبته وهتحقق وعدك ليا
""القادر ان يفعل فوق كل شيء أكثر جدا مما... ://./71",0,0,0
@92 مش تحدد معاد مع السكرتيرة الاول 😂😂 عموما اي حته غير المخروبه,0,0,0
(وأنه كان رجال من الإنس يعوذون برجال من الجن فزادوهم رهقا) [الجن:6] ://./7173,0,0,0
@_2 😂😂😂😂😂😂😂احنا مش فى كافيه,0,0,0
"و ان كنت ناسي .... هفجرك 
#كلثوميات",0,0,0
(وسخر لكم ما في السماوات وما في الأرض جميعا منه إن في ذلك لآيات لقوم يتفكرون) [الجاثية:13] ://./38,0,0,0
"قد إيه بزعل لما بيخلص... :(((
تقبل اللّه منا و منكم صالح الاعمال...

#رمضان_خلص #احلى_شهر… ://./3",0,0,0
@_ @309 @ @ مكنش مختل هو خسر كل فلوسة ف البورصة ساعتها و بقى مفلس ..انا بس بوضح ان الضغط المادى يعمل كدة,0,0,0
سبب القبض على خالد يوسف في مطار القاهرة ://./352 ايه المسخرة دى,0,0,0
تقريبا كدة ف مغناطيس موجود ف ضهر الموبايل ،،😁📱,0,0,0
اللهم أعني على ذكرك وشكرك وحسن عبادتك ://./843,0,1,1
"حلو انك تتكلم فى حاجه بتفهم فيها عادى حقك
الوحش بقى انك تزيط في حاجه عشان بس تبقى مختلف 😒",0,1,1
أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم ://./3597,0,0,0
فكر في، الي انت تقدر تعمله مش الي مش  هتقدر تعمله  علشان  لو فكرت في حاجة وعمال تقول صعبه  مش هتعملها  ولا تتحرك من مكانك اصلا وهتحبط نفسك,0,0,0
صورة إلتقطت لإحدى الغارات على غزة قبل قليل ! ://./76,0,0,0
مني الشاذلي من افضل الحلقات الي عملتها مع إعلامي ://./8,0,0,0
أسأل الله العظيم لي ولكم أن يصرف عنكم ثلاث نار جهنم و عين حسود و غل حقود . ://./4,0,0,0
والشدة مابينتش غير صحابي ❤✋,0,0,0
يشفلوا كلبه ! ://./5481,0,0,0
"#شبكة_عاجل_الاخبارية
#نبيلة_ياسر
#محمد_صلاح
#عمر_جابر
#محمود_كهربا
#_ ://./474",0,0,0
فيديو.. مشجعون يقرأون الفاتحة لشهداء مذبحة بورسعيد والجمل بالتحرير بعد تأهل مصر: الليلة دي عيد في الجنة يا شهيد ://./8,0,0,0
@_11234 يا رب متلحق تاكل حاجة منهم,0,0,0
"عـن #بـنت قلبى ❤ مـن كـتر مـا بـحبهـاا 😍
#هـاخـطفهـا مـن بيـت أبوهاا 😄
بـس #الـصبـر حـلـوو 😉😘

 ❤❤💏😘",0,0,0
@_238 تمام ✌️,0,0,0
ده التكليف كمان طلع حاجة خرا .. خلونا امتياز احسن 😂,0,0,0
صباح الخير 😀😀 العيب مش فينا .. العيب ف ولاد الوسخة اللى مسكين البلد ..تخيل كدة من يوم 11 فبراير لحد انهاردة كان ممكن نعمل اية لولا الاوساخ,0,0,0
احو ووو 😒😒 دى 15 مليون لية ://./19,0,0,0
"»  تذكير  « يا أيــهُا الرآجونْ مِنْهُ شَفاعَة , صَلوا عَليه وسَلموا تسَليما ://./46",0,0,0
انا كان نفسي احس اني زهقانة اه بس مش اوي كده😂😂,2,0,4
"قال ابن القيم
.
وقوله ﷺ
.
(أن تجعل القرآن ربيع قلبي ونور صدري)
الربيع: المطر الذي يُحيي الأرض
وشبّهَ القرآن به لحياةِ القلوب به",1,0,3
(ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون) [يوسف:48] ://./4,0,0,0
@_ و لما يلاقي اسمه علي چوي سيمو يبقى حلو يا كس امك؟,0,0,0
@ لم يعد بالإمكان افضل مما كان، الأفضل هو التعايش,0,0,0
"يابخت أللي عنده حد يدعيله في كل ركعة ان ربنا يجعلها من نصيبو .. وأنا بدعيلك في كل ركعة بركعها 󾌬󾌧󾬖󾔏
#ويبختى_أنا_أنك_معايا 󾓑",0,0,0
لقد نشرت صورة جديدة علي فيسبوك ://./873,0,0,0
اللهم أعذنا من عذاب القبر ://./9,0,0,0
😂 😂 استغفر الله ✋ ://./1,0,0,0
حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم ://./40,0,1,1
يعني يوم م اتعب اتعب قبل الاورال 😭😭,0,0,0
"هم يتاجرون مع الله بدين الله ، و نحن بنتاجر بالدنيا و ننسى دين الله ..
قصة التجارة ف الدول الفقيرة ، لا رابط لها... ://./438",0,0,0
اللهم أكتب لي بها عندك أجراً وضع عني بها وزراً واجعلها لي عندك ذخراً وتقبلها مني كما تقبلتها من عبدك داود ://./788,0,0,0
لسة البيت اللى جمبنا يا ماما مسمعش انك معرفتيش تربى..😂👋 ://./0,0,0,0
"حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم
♻️ ://./9",0,0,0
رب اغفرلنا وارحمنا وعافنا واعفو عنا وعلى طاعتك اعنا وعلى غيرك لا تكلنا  ://./37,0,0,0
@ متقلقيش خالص 😂😂😂😂✌ ://./8,0,2,2
"الواحد طول الليل عامل زى كلب البحر 😂😂
اللى بيتعلم الغطس 😂
كل شوية ادخل دماغى تحت البطانية ادفى شوية 😂
واطلع اخد نفس وانزل تانى 😂",1,0,3
عليا الطلاق افرتك الملعب 😂😂 ://./,0,0,0
"صديقاتي و زمايلي لما بيحبو يهيسو
بس بامانة التهييس عالي اوي ://./1",0,0,0
اللهم اغفر لي، وارحمني، واهدني، وعافني، وارزقني ://./75,0,1,1
"صلوا وسلموا علی سيدنا محمد ""صلی الله عليه وسلم"" كتير النهاردة ، وإقرأوا سورة الكهف ، إستغفروا وإدعوا ربنا كتير... ://./69",0,0,0
"اكيد حبك مهم اكيد ... لكن بردو كرامتي اهم 
( ماتعتزريش ) 
#محمد_ابراهيم",0,0,0
"اﻧﺘﻰ ﻋﺎرﻓﺔ ﻟﻤﺎ ﺣﺪ ﯾﻮﺣﺸﻚ ﺗﻌﻤﻠﻲ اﯾﻪ؟
 ﻏﻤﻀﻲ ﻋﯿﻨﻚ و اﻓﺘﻜﺮي اﺣﻠﻲ وﻗﺖ ﻗﻀﺘﯿﻪ ﻣﻌﺎﻩ و ﺧﻠﻲ اﻟﺼﻮرة دي ﻗﺪاﻣﻚ ﻫﺘﻼﻗﯿﻪ داﯾﻤﺎً ﻣﻌﺎﻛﻰ. 😊",2,0,4
"#ميلاد_نبينا_خير_الانام
أنا عارف تقصيري معاك .. بس انا والله عمري مابنساك.. صلاة قلبي عليك دايمة.. بحبك يارسول الله 💙
""صل الله عليه وسلم """,1,0,3
يابختك بتعرفي تعيطى 😅انا  مستنى حد يعلمنى اعيط ://./1,1,2,6
لا والمفاجأه بقا انهم اطلقوا من فترة 😂😂😂😂 ://./87,0,0,0
مش شرط بيحبها يا جماعه علي فكره كفايه واثق فيها✋️ ://./36,1,1,5
"اللهم إني أسألك ، أن لك الحمد ، لا إله إلا أنت الحنان المنان ،

بديع السموات و الأرض ، ذو الجلال و الإكرام ، برحمتك يا أرحم

الراحمين",0,0,0
"_المادة بتسيح مني يا جدعان مش فاهم فيها ولا كلمه.. 
ده ع اساس انك فتحته اصلا
تصدق اه
امال عامل هيصه ليه
انا لقيت الجروب بيقول كده قولت زيهم",1,0,3
"يا جماعة يا ريت اى حد متعاملش معايا ع الحقيقة ميحكمش على من خلال فيس او تويتر او اى سوشيال ميديا بتفرق كتير والله 
وشكراا",0,0,0
نسبه الغباء عند بنات في تعامل مع كومبيوتر المعايا في كورس معديه 80%,0,0,0
من سئ لاسوء,0,0,0
@ @_ @1 😂😂😂😭😭😭😭😭 والله مو جادرة اتحمل انا لازم اجي,2,0,4
#ماخربتهاش_في_الاجازه_ليه والله هيا الاجازه الي جت في اخر الشهر وحاجه نيله💸💸😂,0,0,0
".
وقل للذين استغلوا بياض النوايا بداخلك:
”مضيت وتركتكم لله“.
.",0,0,0
الجهاز الاعلامي في امريكا مخترق بحرفيه بالغه، ارجعوا لملف قضيه الارض المقدسه منذ سنه ١٩٩١ التي جمدها اوباما فور وصو… ://./6316,0,0,0
صوره دي كل مابشوفها برتاح نفسيا والله ❤ ://./20,0,0,0
الجميل 😂😂😂 ://./9,0,0,0
@69 @8888 الله يبارك له الف ممرة ويرفع مصر معاه لكل البطولات,0,0,0
"إعادة للموسم التالت من برنامج ذا فويس ابتدت امبارح:))) ذكريات جميلة و لن أنساها.
يوم الأربع و… ://./0739",0,0,0
اللهم اكفني بحلالك عن حرامك وأغنني بفضلك عن سواك ://./55,0,0,0
اللهم امين ://./4,0,0,0
سبحان الله والحمد لله والله أكبر لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير ://./2,0,0,0
@ الله يرحمك يا عمي الغالي انتِ و محمود حقيقي فراقكم صعب و الله الحمد لله,0,1,1
@ خلاص اللي حصل حصل :,0,0,0
@ ايوة يا بنتي مستحيل يكون كان بيتكلم جد😂,0,2,2
تعبت معاك حبيبي خلاص كلامي كأن انا مقولتوش..,0,1,1
"   
عن قصة حياة كوكو شانيل ://./711",0,0,0
"الطقس في اسكندرية يختلف كليا عن باقي جمهورية مصر العربية ""مطر ، تراب ، رطوبة ، ريح """,0,0,0
"أه لـمٍـآ #تـפـب بـجـدِ بـ۶ُـد سٌـنـيـنِ #طـوِيـلـۃ  ❤ :'$
❤   ❤
#عمري_إبتدا 
#11 ://./30",0,0,0
@_ لو مش مهم ليه كبر مع التطور,0,0,0
"@_48 لعيبه عيانه..  
ده حتي ميجيش علي الملعب الجاحد ده..",0,0,0
المواطن المصري عنده شعور بالاستحقاق و الملكية و هو بيعدي الشارع يفوق قناعة الإسلاميين بأحقيتهم في الأندلس,0,0,0
@ هههههه بالسرعة دي !,0,0,0
(ولو أنَّهُم إذ ظَّلمُوا أنفُسهُم جآؤُوكَ فاستغفرُوا الله واستغفرَ لهُمُ الرَّسُولُ لوجدُوا الله توَّاباً رَّحِيما) ://./75,0,0,0
#دكتور_طوارئ ://./,0,0,0
"كل سنة نقول السنة الي جية احلي و هنشوف النور خلاص 
و طبعا بتيجي اسواء من الي قبلها
و بنعيش و نكمل و نناضل علي أمل... ://./52",0,0,0
طب مبروك ،😂😂.معروفه,0,0,0
"اللهم إني أعوذ بوجهك الكريم ، واسمك العظيم ، من الكفر والفقر
 
 #دعاء",0,0,0
(فكان عاقبتهما أنهما في النار خالدين فيها وذلك جزاء الظالمين) [الحشر:17] ://./38,0,0,0
(خلق السماوات والأرض بالحق وصوركم فأحسن صوركم وإليه المصير) [التغابن:3] ://./4,0,0,0
سلمى بحب المتعه اوى والشرمطه بس مع الجادين كلمنى واتاكد بنفسك ونتفق سوا ع الميعاد والمكان 01060834405… ://./536,0,1,1
عود حالك ما تتعود 😊,0,0,0
@ كدا كتيييير 😉,0,0,0
@ لن انسي لمني الشاذلي انها اول من استقبلت القاتل عبود الزمر وعملت معاه حديث كانه بطل كان مسجون ظلم والثوره حررته وعملت منه نجم,0,0,0
"أنا نجحت با بشر 😃😃
ندى بنت الحاج علاء بتتخرج يا خلق 😂😂",0,0,0
لقد نشرت صورة جديدة علي الفيس بوك ://./53,0,0,0
وصلاح ://./2,0,0,0
بالصور مأساة اتخن فتاة في العالم بالإسكندرية كتبت /أ: زهرة... ://./6,0,0,0
النية الصالحة تقود للحق أكثر من اي شيء (ولو علم الله فيهم خيرا لأسمعهم) نية الخير بالقلب يوجد الله لها خير العمل ://./21,0,0,0
سيد قطب كان شاهد ://./8829,0,0,0
"استمع لجديد الفنانة هايدي موسى 🎤
اغنية نقطة ومن اول السطر 🎶
://./
 #شوبير",0,0,0
و سعات في كلام بيجيب في كلام و أفرح و أشتاق و أخاف...,0,0,0
وزير الخارجية الأردني ينفي وجود اتصالات مباشرة مع إيران بشأن سوريا ://./336904 ://./6,0,0,0
رجاله ://./9352,0,0,0
#إدعمو_الطيب,0,0,0
مش فاهم ايه الغرض من التربية العسكرية و الله قمة التفاهة,1,0,3
كل سنة وانتم طيبين وبخير وفرحة وسعادة عيد سعيد يارب عليكم جميعا ويارب يكتب لكل مشتاق الحج . عيد مبارك عليكم .. :) &;3,0,0,0
اللهم اعوذ بك من شر النفاثات في العقد ومن شر حاسد اذا حسد ://./2,0,1,1
كلما وقع أحد رجال السياسة فى مشكلة، تنفجر قنبلة,0,0,0
إن شاء الله لو راحت الدستورية برضو #مصرية ://./59,0,0,0
"محل ""هي أشياء لا تشترى"" .. للملابس الشتوية",0,0,0
"لو الرجوله مش فيك   طرحك أمك أولى بيك 
#كلام_كبار 
#اصحى_للكلام",0,1,1
@3 @_1 استغفر الله أستغفر آلله استغفر الله أستغفر آلله استغفر الله أستغفر آلله استغفر الله أستغفر آلله استغفر الله أستغفر آلله,0,0,0
"من المؤسف أن ننظر للمرأة ع انها مجرد متعة للرجل او انها من ممتلكاته كما كان اهل الجاهلية يرونها ..
النساء في الاسلام شقائق للرجال",0,0,0
"@ انت الوحيد الى كنت ماشى عكس الطيار و قلت على كوبر مدرب فاهم و كبير..فى الوقت الى محليلين السبوبة كانو بيقطعوا فيه
#شابو يا عالمى",0,1,1
"تابع*
عرفت بقي قوة الوقت الي انت كنت فاكره مش هيداويك؟ 
عرفت ان الوجع بيعدي زيه زي العمر والفرح والبكا !!",0,0,0
"""@: 12:ايه المكان اللي انت ساكن فيه دلوقتي؟""بيتنا..😀😀",0,0,0
اقسم بالله ما هتنازل ان يتعمل تمثال لـ الحضري ❤❤❤,0,0,0
اللهم إني أسألك خير هذه اليوم:فتحه ونصره ونوره وبركته وهداه وأعوذ بك من شر ما فيه وشر ما بعده ://./2,0,0,0
ومن يزيل الغمة إلاه..,0,0,0
ياهلاسك ياهلاسك😍😍 انا مش هسامحها بس دا انا هاكلها😘 ://./80,0,0,0
ربِّ أسألك خير ما في هذا اليوم وخير ما بعده ://./6067,0,0,0
عن أبي هريرة  قال أوصاني خليلي صلى الله عليه وسلم بثلاث صيام ثلاثة أيام من كل شهر وركعتي الضحى وأن أوتر قبل أن أنام - صحيح البخاري ﷺ,1,0,3
بسم الله الذي لا يضرُّ مع اسمه شيء في الأرض ولا في السماء وهو السميع العليم ://./,0,0,0
تقريبا الناس فاكرني اشتغلت في ال  😂😂,0,0,0
"@ 
بالتوفيق يا نجم مع منتخب تونس فى تصفيات كاس العالم",0,1,1
اللَّهُمَّ إِنِّي أَعوذُ بِرِضاكَ مِنْ سَخَطِكَ، وَبِمعافاتِكَ مِنْ عُقوبَتِكَ، وَأَعوذُ بِكَ مِنْكَ ://./5,0,1,1
"تعالى يا هندسه بص معانا احنا خلصنا الكهرباء في الميس وهنشغل نجرب 
بص كده المراوح وكل حاجة شغاله اهه تمام يا هندسه... ://./0",0,2,2
استغفر الله الذي لا إله الا هو الحي القيوم وأتوب اليه ://./7,0,0,0
الهندي ده انا بحبه والله 😂❤️ ://./908,0,0,0
@ ولا حاجة من اللي قلتها يا استاذ,0,1,1
دعاء السجود:سبحانك اللهم ربنا وبحمدك اللهم اغفر لي ://./4943,0,0,0
"@ 
ليه كده بس يا اوساااذة وفاء
فيه عمات كتير بتحب ولاد اخوها عاتشي
اجيبلك ولادي تساليهم طااااه 😂😂😂",0,2,2
اللهم أرني عجائب صنعك في استجابة دعائي ، و أرني لطفك و رحمتك في قضاء حوائجي ، و أرني كرمك و قدرتك في ما تعلق به قلبي .,0,0,0
"قصة تتكرر معنا جميعا 

أحضر خمسة قرود، وضعها في قفص! 
وعلق في منتصف القفص حزمة موز في أعلاه ، وضع تحتها سلما.... ://./62",0,0,0
"- كيف أكون قويا ؟😔😔

-انكسر مرارا والتئم !👊✋",1,0,3
اتخنقت,0,0,0
أعوذ بكلمات الله التامات من شر ما خلق ://./1,0,0,0
@106 @ @ الصورة لجورج حبش و المقوله لإبراهيم نصر الله,0,0,0
"#شبكة_عاجل_الاخباريه
#كتبت_تغرد_احمد_العش
#_ ://./4",0,0,0
دعاء السجود:سبوح قدوس رب الملائكة والروح ://./,0,0,0
فرحة على هيئة برشلونة.,0,0,0
اللّهُـمَّ عافِـني في بَدَنـي ، اللّهُـمَّ عافِـني في سَمْـعي ، اللّهُـمَّ عافِـني في بَصَـري ، لا إلهَ إلاّ أَنْـتَ ://./2,0,0,0
استغفر الله من كل ذنب عظيم واتوب اليه .. #مغرد_بذكر_الله ://./9,0,0,0
بيعجبني دماغ الناس البسيطه اووي,0,0,0
عايزه ابطل افلام رعب بقي دمرت صحتي,2,0,4
"#شبكة_عاجل_الاخبارية
#نبيلة_ياسر
#_ ://./6",0,0,0
لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شئ قدير ://./2,0,0,0
قاله روح ياض  ...,0,1,1
لَا تَدْرِي لَعَلَّ اللَّهَ يُحْدِثُ بَعْدَ ذَلِكَ أَمْرًا ..✋💖,0,0,0
"بناء القوات المسلحة لأكبر مدينة ملاهي في الشرق الأوسط ضمن مشروع العاصمة الإدارية الجديدة
سياتك مفيش لزوم تكلفوا... ://./96",0,0,0
أين تقضى وقتك ؟ عند فيشة الشاحن...,0,0,0
الله أكبر ://./46,0,0,0
البيت وحش فشخ من غير فلافي! 😭,0,0,0
من سنن التي تفعل في السجود اليدين تكونان مضمومتان الأصابع #نشر_سيرته #ﷺ,0,0,0
@ طب لو عاوز ارجع لنظام كله ب 14 .. الكود كام لان لو شحنت الباقة ح تتجدد,1,0,3
اللهم أكرمنا بقرب لك لا نرتد بعده، وعتق يغشانا برحمة منك ويقينا عذابك. ://./2,0,0,0
انا كنت في الاستاد ومش عارف مره واحده و احنا بنقول يارب متعب حط جول و ناس كلها حضنت بعض و في ناس دمعت و عيطت من فرح… ://./5,1,0,3
في بلادنا انت تعرف بنات بس اختك ماتعرفش ولاد عشان هي اختك و كأن اللي بتعرفها مالهاش اهل !,0,0,0
أحلى مسا 😂😂😂 ://./3,0,0,0
اللهم إني ظلمت نفسي ظلماً كثيراً ولا يغفر الذنوب إلا أنت فاغفر لي مغفرة من عندك وارحمني إنك أنت الغفور الرحيم ://./249,0,1,1
اللهم إني أستخيرك بعلمك وأستقدرك بقدرتك وأسألك من فضلك العظيم فإنك تقدِرُ ولا أقدِرُ وتعلم ولا أعلم وأنت علام الغيوب ://./,0,1,1
"#نطالب_بتاميم_ممتلكات_الجيش 
لو حصل يبقي اهم حدث في القرن الحادي والعشرين 
دا لو بقي 😂",0,0,0
(يا أيها النبي لم تحرم ما أحل الله لك تبتغي مرضات أزواجك والله غفور رحيم) [التحريم:1] ://./4,0,1,1
لو ركزت ع إللى ضاع منك عمرك ما هتشوف إللى بيستناك، شوف رزقك الدنيا واسعة,0,0,0
@_1001 اللهمصليعلنيي,0,0,0
"قال تعالى .. بسم الله الرحمن الرحيم
﴿ فَإِذَا جَاءَتِ الصَّاخَّةُ (33) يَوْمَ يَفِرُّ الْمَرْءُ مِنْ أَخِيهِ (34)... ://./452",0,0,0
يارب ضاقت بنا ففرج 󾍛🏻󾍛🏻,0,1,1
(قال هي عصاي أتوكأ عليها وأهش بها على غنمي ولي فيها مآرب أخرى) [طه:18] ://./4,0,1,1
مصر تتلاعب بالتاريخ الأفريقي والعربي الكروي على طريقتها، مبروك لمصر التي أسعدتنا.. انها بطولة عصام الحضري ❤🇪🇬,0,0,0
النهاية علطول انا اللي بقررها.. اكتشفت انها كدبه لبداية كل حاجه..,0,0,0
@_4 ان شاء الله ربنا يقومها بالسلامه,0,0,0
اهرب يابني اسمع مني ://./355,0,1,1
لا يوجد أغبي من المؤمن الغبي سوي الكافر الغبي.,0,0,0
الشهر ده طول كدا ليه؟,0,0,0
@_07 أليوت بطل شغل الهاكينج بتاعك ده و الشفرات دي,0,0,0
انا لو كنت فضلت ارقص باليه مكانش زمان ده بقي حالي والله 😌❤,0,0,0
تأثير الموبايل أو الجوال على العين وطرق حماية العينين ://./880  #__  @0,0,0,0
"ربِّ أسألك خير ما في هذا اليوم وخير ما بعده
♻️ ://./9",0,0,0
تجربة قياس ذكاء الطفل المصرى ( مرحلة الجامعة ) ://./7472  @,0,0,0
عصبيتي هتموتني وده شئ معروف الجديد بقي هتموت الحواليا ومش عايزه اشيل ذنب حد انا,2,0,4
المفروض كنت رايحة أغمق لون شعري بس كريس اقنعني انه بالعكس افتحه شويه 🤔 و حصل و انا الان سعيدة 💃🏼💁🏼💁🏼 😍😂,2,0,4
سؤال هو ليه الناس لما بتلاقي بطاقه بتصورها و تحطها علي الفيس بوك مع انه ممكن يبعتها علي العنوان او يروجه,0,0,0
الجو من امبارح حلو الخريف داخل علينا احسن جو في السنة,0,0,0
اكيد ياحبي ربنا كان ليه حكمة😂😂😂😂😂😍بس حطلي اجمل حاجة في حياتي وهو انتي يافاكهتي😍😍😘 ://./9115,0,2,2
"الي غالي و فوق طاقتك تمنة
و شايف ان المهية كدا هتخستع معاك اخر الشهر لو جبتة
و يكون سلعة ترفيهية مش أساسية... ://./963",0,0,0
اللهم خَلَقْتَ نفسي وأنت توفَّاها لك مماتها ومَحْياها إن أحييتها فاحفظها وإن أمتها فاغفر لها اللهم إني أسألك العافية ://./,0,1,1
#غرد_ضد_الكيان_الصهيوني ://./565,0,0,0
اللهم أكرمنا بقرب لك لا نرتد بعده، وعتق يغشانا برحمة منك ويقينا عذابك ://./,0,0,0
كهربا  يا جدعان,0,0,0
ف تالتة الناس هتعرف لوحدها من غير ما يسألوك 😂 ://./11,0,0,0
"فولو باك وش 
 #المافيا_وفولورز_للفجر",0,0,0
كان الهوا وكنا.. و كنتوا تجوا لعنا شو يللي غيرنا. ! 💔,0,0,0
مجتمعنا ضدد الناس دي فشخ بقي 😏 ://./338,0,0,0
يارب اشوفكم كلكم بال   ومنعرفش نحددلكوا ملامح 💀,0,0,0
@226  لا ف حقيقه 😂✋,0,0,0
اللهم صل وسلم على نبينا محمد ://./46,0,0,0
"﷽
﴿وقال فرعون يا هامان ابن لي صرحا لعلي أبلغ الأسباب﴾
⬅️ ://./1950",0,0,0
@_ يبوس راس مين ولا مين دا الغلابة والمظلومين كتير اوي,0,0,0
